"departure_airport","arrival_airport","per_month","people_flown","sum","piople","npa"
"Комсомольск-на-Амуре - Komsomolsk-on-Amur Airport (KXK)","Екатеринбург - Koltsovo Airport (SVX)","07","260","16863800.00","67081","great"
"Норильск - Norilsk-Alykel Airport (NSK)","Екатеринбург - Koltsovo Airport (SVX)","08","1165","27994800.00","67081","great"
"Сыктывкар - Syktyvkar Airport (SCW)","Екатеринбург - Koltsovo Airport (SVX)","08","1888","17739300.00","67081","great"
"Пермь - Bolshoye Savino Airport (PEE)","Екатеринбург - Koltsovo Airport (SVX)","06","2230","8878100.00","67081","great"
"Сургут - Surgut Airport (SGC)","Екатеринбург - Koltsovo Airport (SVX)","07","1524","16769900.00","67081","great"
"Москва - Sheremetyevo International Airport (SVO)","Екатеринбург - Koltsovo Airport (SVX)","08","5051","89771600.00","67081","great"
"Ханты-Мансийск - Khanty Mansiysk Airport (HMA)","Екатеринбург - Koltsovo Airport (SVX)","08","702","5931500.00","67081","great"
"Ханты-Мансийск - Khanty Mansiysk Airport (HMA)","Екатеринбург - Koltsovo Airport (SVX)","07","1455","12167700.00","67081","great"
"Ханты-Мансийск - Khanty Mansiysk Airport (HMA)","Екатеринбург - Koltsovo Airport (SVX)","06","1416","11731600.00","67081","great"
"Норильск - Norilsk-Alykel Airport (NSK)","Екатеринбург - Koltsovo Airport (SVX)","06","2333","55980200.00","67081","great"
"Магнитогорск - Magnitogorsk International Airport (MQF)","Екатеринбург - Koltsovo Airport (SVX)","08","682","2745100.00","67081","great"
"Магнитогорск - Magnitogorsk International Airport (MQF)","Екатеринбург - Koltsovo Airport (SVX)","07","1451","5839100.00","67081","great"
"Магнитогорск - Magnitogorsk International Airport (MQF)","Екатеринбург - Koltsovo Airport (SVX)","06","1380","5552700.00","67081","great"
"Сыктывкар - Syktyvkar Airport (SCW)","Екатеринбург - Koltsovo Airport (SVX)","06","3800","35606800.00","67081","great"
"Сыктывкар - Syktyvkar Airport (SCW)","Екатеринбург - Koltsovo Airport (SVX)","05","843","7786000.00","67081","great"
"Норильск - Norilsk-Alykel Airport (NSK)","Екатеринбург - Koltsovo Airport (SVX)","07","2422","58257300.00","67081","great"
"Сургут - Surgut Airport (SGC)","Екатеринбург - Koltsovo Airport (SVX)","06","1493","16452000.00","67081","great"
"Ханты-Мансийск - Khanty Mansiysk Airport (HMA)","Екатеринбург - Koltsovo Airport (SVX)","05","655","5613100.00","67081","great"
"Москва - Sheremetyevo International Airport (SVO)","Ижевск - Izhevsk Airport (IJK)","08","230","2296000.00","1373","very few"
"Москва - Sheremetyevo International Airport (SVO)","Ижевск - Izhevsk Airport (IJK)","07","484","4829600.00","1373","very few"
"Москва - Sheremetyevo International Airport (SVO)","Ижевск - Izhevsk Airport (IJK)","06","463","4624700.00","1373","very few"
"Москва - Sheremetyevo International Airport (SVO)","Ижевск - Izhevsk Airport (IJK)","05","196","1955400.00","1373","very few"
"Санкт-Петербург - Pulkovo Airport (LED)","Иркутск - Irkutsk Airport (IKT)","07","4627","275611500.00","23793","average"
"Санкт-Петербург - Pulkovo Airport (LED)","Иркутск - Irkutsk Airport (IKT)","05","1965","116890300.00","23793","average"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Иркутск - Irkutsk Airport (IKT)","08","159","5579300.00","23793","average"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Иркутск - Irkutsk Airport (IKT)","07","264","9238300.00","23793","average"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Иркутск - Irkutsk Airport (IKT)","06","256","8791500.00","23793","average"
"Владивосток - Vladivostok International Airport (VVO)","Иркутск - Irkutsk Airport (IKT)","08","127","2917600.00","23793","average"
"Санкт-Петербург - Pulkovo Airport (LED)","Иркутск - Irkutsk Airport (IKT)","06","4475","264532700.00","23793","average"
"Санкт-Петербург - Pulkovo Airport (LED)","Иркутск - Irkutsk Airport (IKT)","08","2218","130511800.00","23793","average"
"Челябинск - Chelyabinsk Balandino Airport (CEK)","Иркутск - Irkutsk Airport (IKT)","05","55","1995700.00","23793","average"
"Мирный - Mirny Airport (MJZ)","Иркутск - Irkutsk Airport (IKT)","05","30","384000.00","23793","average"
"Мирный - Mirny Airport (MJZ)","Иркутск - Irkutsk Airport (IKT)","08","33","422400.00","23793","average"
"Владивосток - Vladivostok International Airport (VVO)","Иркутск - Irkutsk Airport (IKT)","05","70","1598200.00","23793","average"
"Владивосток - Vladivostok International Airport (VVO)","Иркутск - Irkutsk Airport (IKT)","06","242","5566000.00","23793","average"
"Владивосток - Vladivostok International Airport (VVO)","Иркутск - Irkutsk Airport (IKT)","07","258","5928600.00","23793","average"
"Мирный - Mirny Airport (MJZ)","Иркутск - Irkutsk Airport (IKT)","07","66","852000.00","23793","average"
"Мирный - Mirny Airport (MJZ)","Иркутск - Irkutsk Airport (IKT)","06","62","803200.00","23793","average"
"Казань - Kazan International Airport (KZN)","Иркутск - Irkutsk Airport (IKT)","05","1069","50015400.00","23793","average"
"Казань - Kazan International Airport (KZN)","Иркутск - Irkutsk Airport (IKT)","06","3093","147617800.00","23793","average"
"Казань - Kazan International Airport (KZN)","Иркутск - Irkutsk Airport (IKT)","07","3199","151839800.00","23793","average"
"Казань - Kazan International Airport (KZN)","Иркутск - Irkutsk Airport (IKT)","08","1525","72374000.00","23793","average"
"Санкт-Петербург - Pulkovo Airport (LED)","Казань - Kazan International Airport (KZN)","08","432","6703800.00","33798","average"
"Магнитогорск - Magnitogorsk International Airport (MQF)","Казань - Kazan International Airport (KZN)","07","566","3761400.00","33798","average"
"Магнитогорск - Magnitogorsk International Airport (MQF)","Казань - Kazan International Airport (KZN)","06","541","3596400.00","33798","average"
"Магнитогорск - Magnitogorsk International Airport (MQF)","Казань - Kazan International Airport (KZN)","05","266","1768800.00","33798","average"
"Иркутск - Irkutsk Airport (IKT)","Казань - Kazan International Airport (KZN)","06","3091","146834200.00","33798","average"
"Санкт-Петербург - Pulkovo Airport (LED)","Казань - Kazan International Airport (KZN)","07","990","15419700.00","33798","average"
"Санкт-Петербург - Pulkovo Airport (LED)","Казань - Kazan International Airport (KZN)","06","927","14409300.00","33798","average"
"Иркутск - Irkutsk Airport (IKT)","Казань - Kazan International Airport (KZN)","05","942","44889900.00","33798","average"
"Киров - Pobedilovo Airport (KVX)","Казань - Kazan International Airport (KZN)","05","1193","4778400.00","33798","average"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Казань - Kazan International Airport (KZN)","06","59","798400.00","33798","average"
"Иркутск - Irkutsk Airport (IKT)","Казань - Kazan International Airport (KZN)","08","1547","73641300.00","33798","average"
"Магнитогорск - Magnitogorsk International Airport (MQF)","Казань - Kazan International Airport (KZN)","08","270","1797000.00","33798","average"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Казань - Kazan International Airport (KZN)","05","33","446100.00","33798","average"
"Санкт-Петербург - Pulkovo Airport (LED)","Казань - Kazan International Airport (KZN)","05","363","5640900.00","33798","average"
"Киров - Pobedilovo Airport (KVX)","Казань - Kazan International Airport (KZN)","07","2606","10464700.00","33798","average"
"Киров - Pobedilovo Airport (KVX)","Казань - Kazan International Airport (KZN)","06","2523","10062900.00","33798","average"
"Иркутск - Irkutsk Airport (IKT)","Казань - Kazan International Airport (KZN)","07","3198","152376300.00","33798","average"
"Киров - Pobedilovo Airport (KVX)","Казань - Kazan International Airport (KZN)","08","1262","5026700.00","33798","average"
"Ростов-на-Дону - Rostov-on-Don Airport (ROV)","Казань - Kazan International Airport (KZN)","05","15","169500.00","33798","average"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Казань - Kazan International Airport (KZN)","08","29","393800.00","33798","average"
"Ростов-на-Дону - Rostov-on-Don Airport (ROV)","Казань - Kazan International Airport (KZN)","06","43","485900.00","33798","average"
"Ростов-на-Дону - Rostov-on-Don Airport (ROV)","Казань - Kazan International Airport (KZN)","07","39","440700.00","33798","average"
"Москва - Domodedovo International Airport (DME)","Казань - Kazan International Airport (KZN)","05","1509","14418100.00","33798","average"
"Москва - Domodedovo International Airport (DME)","Казань - Kazan International Airport (KZN)","06","4463","42753700.00","33798","average"
"Москва - Domodedovo International Airport (DME)","Казань - Kazan International Airport (KZN)","07","4580","43941400.00","33798","average"
"Москва - Domodedovo International Airport (DME)","Казань - Kazan International Airport (KZN)","08","2224","21250100.00","33798","average"
"Ростов-на-Дону - Rostov-on-Don Airport (ROV)","Казань - Kazan International Airport (KZN)","08","21","237300.00","33798","average"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Казань - Kazan International Airport (KZN)","07","66","889600.00","33798","average"
"Москва - Sheremetyevo International Airport (SVO)","Калининград - Khrabrovo Airport (KGD)","08","1268","16265800.00","15878","few"
"Краснодар - Krasnodar Pashkovsky International Airport (KRR)","Калининград - Khrabrovo Airport (KGD)","05","55","942200.00","15878","few"
"Краснодар - Krasnodar Pashkovsky International Airport (KRR)","Калининград - Khrabrovo Airport (KGD)","06","156","2682900.00","15878","few"
"Краснодар - Krasnodar Pashkovsky International Airport (KRR)","Калининград - Khrabrovo Airport (KGD)","07","172","2963300.00","15878","few"
"Краснодар - Krasnodar Pashkovsky International Airport (KRR)","Калининград - Khrabrovo Airport (KGD)","08","81","1397000.00","15878","few"
"Москва - Domodedovo International Airport (DME)","Калининград - Khrabrovo Airport (KGD)","05","1004","13938100.00","15878","few"
"Москва - Domodedovo International Airport (DME)","Калининград - Khrabrovo Airport (KGD)","06","2489","34298000.00","15878","few"
"Москва - Domodedovo International Airport (DME)","Калининград - Khrabrovo Airport (KGD)","07","2566","35589400.00","15878","few"
"Москва - Domodedovo International Airport (DME)","Калининград - Khrabrovo Airport (KGD)","08","1227","16937800.00","15878","few"
"Москва - Sheremetyevo International Airport (SVO)","Калининград - Khrabrovo Airport (KGD)","05","1164","14893400.00","15878","few"
